Product,Total_Customers,Churned_Customers,Churn_Rate,Avg_Churn_Rate,Churn_Lift,Product_Label
T-LIGHT HOLDER HANGING LACE,50,1,0.02,0.032,-0.012,Hero_Product
TRAVEL CARD WALLET VINTAGE TICKET,98,2,0.02,0.032,-0.012,Hero_Product
RED GINGHAM TEDDY BEAR,51,1,0.02,0.032,-0.012,Hero_Product
RED RETROSPOT CHARLOTTE BAG,201,4,0.02,0.032,-0.012,Hero_Product
ROMANTIC IMAGES GIFT WRAP SET,50,1,0.02,0.032,-0.012,Hero_Product
ROUND CAKE TIN VINTAGE GREEN,49,1,0.02,0.032,-0.012,Hero_Product
SCENTED VELVET LOUNGE CANDLE,51,1,0.02,0.032,-0.012,Hero_Product
SET 2 TEA TOWELS I LOVE LONDON,101,2,0.02,0.032,-0.012,Hero_Product
SET 36 COLOUR PENCILS LOVE LONDON,102,2,0.02,0.032,-0.012,Hero_Product
SET OF 2 TINS JARDIN DE PROVENCE,51,1,0.02,0.032,-0.012,Hero_Product
LOVE HOT WATER BOTTLE,347,7,0.02,0.032,-0.012,Hero_Product
MINI PAINT SET VINTAGE,100,2,0.02,0.032,-0.012,Hero_Product
LARGE CAKE STAND HANGING STRAWBERY,49,1,0.02,0.032,-0.012,Hero_Product
JUMBO STORAGE BAG SUKI,205,4,0.02,0.032,-0.012,Hero_Product
KEY RING BASEBALL BOOT UNION JACK,101,2,0.02,0.032,-0.012,Hero_Product
JUMBO BAG PINK POLKADOT,202,4,0.02,0.032,-0.012,Hero_Product
JUMBO BAG TOYS,49,1,0.02,0.032,-0.012,Hero_Product
JUMBO BAG SPACEBOY DESIGN,152,3,0.02,0.032,-0.012,Hero_Product
PAPER LANTERN 9 POINT SNOW STAR,49,1,0.02,0.032,-0.012,Hero_Product
PINK DINER WALL CLOCK,50,1,0.02,0.032,-0.012,Hero_Product
PACK OF 6 LARGE FRUIT STRAWS,50,1,0.02,0.032,-0.012,Hero_Product
JAM MAKING SET WITH JARS,203,4,0.02,0.032,-0.012,Hero_Product
DOORMAT BLACK FLOCK,51,1,0.02,0.032,-0.012,Hero_Product
FRENCH WC SIGN BLUE METAL,49,1,0.02,0.032,-0.012,Hero_Product
CARDHOLDER GINGHAM CHRISTMAS TREE,51,1,0.02,0.032,-0.012,Hero_Product
CHERUB HEART DECORATION GOLD,51,1,0.02,0.032,-0.012,Hero_Product
3 ROSE MORRIS BOXED CANDLES,153,3,0.02,0.032,-0.012,Hero_Product
APPLE BATH SPONGE,50,1,0.02,0.032,-0.012,Hero_Product
BLOSSOM IMAGES GIFT WRAP SET,51,1,0.02,0.032,-0.012,Hero_Product
BISCUIT TIN VINTAGE RED,51,1,0.02,0.032,-0.012,Hero_Product
12 PENCILS TALL TUBE RED RETROSPOT,108,2,0.019,0.032,-0.013,Hero_Product
3 GARDENIA MORRIS BOXED CANDLES,54,1,0.019,0.032,-0.013,Hero_Product
CHILDRENS DOLLY GIRL MUG,53,1,0.019,0.032,-0.013,Hero_Product
CREAM CUPID HEARTS COAT HANGER,52,1,0.019,0.032,-0.013,Hero_Product
CHRISTMAS MUSICAL ZINC TREE,52,1,0.019,0.032,-0.013,Hero_Product
ENGLISH ROSE HOT WATER BOTTLE,154,3,0.019,0.032,-0.013,Hero_Product
DINOSAURS WRITING SET,104,2,0.019,0.032,-0.013,Hero_Product
EMBROIDERED RIBBON REEL SUSIE,53,1,0.019,0.032,-0.013,Hero_Product
EGG FRYING PAN IVORY,53,1,0.019,0.032,-0.013,Hero_Product
GLASS APOTHECARY BOTTLE TONIC,107,2,0.019,0.032,-0.013,Hero_Product
MOODY BOY DOOR HANGER,54,1,0.019,0.032,-0.013,Hero_Product
LOVE HEART TRINKET POT,54,1,0.019,0.032,-0.013,Hero_Product
LUNCH BAG SPACEBOY DESIGN,268,5,0.019,0.032,-0.013,Hero_Product
SET 36 COLOUR PENCILS DOLLY GIRL,104,2,0.019,0.032,-0.013,Hero_Product
SET OF 4 KNICK KNACK TINS LONDON,108,2,0.019,0.032,-0.013,Hero_Product
RETROSPOT CIGAR BOX MATCHES,154,3,0.019,0.032,-0.013,Hero_Product
RED RETROSPOT MINI CASES,108,2,0.019,0.032,-0.013,Hero_Product
RECYCLING BAG RETROSPOT,105,2,0.019,0.032,-0.013,Hero_Product
POPPY'S PLAYHOUSE BATHROOM,53,1,0.019,0.032,-0.013,Hero_Product
PLAYING CARDS I LOVE LONDON,104,2,0.019,0.032,-0.013,Hero_Product
VICTORIAN GLASS HANGING T-LIGHT,206,4,0.019,0.032,-0.013,Hero_Product
TOADSTOOL MONEY BOX,52,1,0.019,0.032,-0.013,Hero_Product
SMALL WHITE RETROSPOT MUG IN BOX,55,1,0.018,0.032,-0.014,Hero_Product
WALL ART CLASSIC PUDDINGS,113,2,0.018,0.032,-0.014,Hero_Product
RETROSPOT HEART HOT WATER BOTTLE,284,5,0.018,0.032,-0.014,Hero_Product
RED RETROSPOT WRAP,112,2,0.018,0.032,-0.014,Hero_Product
RED STAR CARD HOLDER,111,2,0.018,0.032,-0.014,Hero_Product
RIBBON REEL MAKING SNOWMEN,113,2,0.018,0.032,-0.014,Hero_Product
SET OF 3 REGENCY CAKE TINS,281,5,0.018,0.032,-0.014,Hero_Product
LUNCH BAG VINTAGE LEAF DESIGN,165,3,0.018,0.032,-0.014,Hero_Product
LUNCH BAG CARS BLUE,219,4,0.018,0.032,-0.014,Hero_Product
MAGIC DRAWING SLATE BUNNIES,57,1,0.018,0.032,-0.014,Hero_Product
LAUREL HEART ANTIQUE SILVER,57,1,0.018,0.032,-0.014,Hero_Product
LARGE ROUND WICKER PLATTER,56,1,0.018,0.032,-0.014,Hero_Product
Next Day Carriage,56,1,0.018,0.032,-0.014,Hero_Product
PINK POLKADOT CUP,55,1,0.018,0.032,-0.014,Hero_Product
PIGGY BANK RETROSPOT,55,1,0.018,0.032,-0.014,Hero_Product
GIRAFFE WOODEN RULER,114,2,0.018,0.032,-0.014,Hero_Product
GINGERBREAD MAN COOKIE CUTTER,222,4,0.018,0.032,-0.014,Hero_Product
HOT WATER BOTTLE I AM SO POORLY,285,5,0.018,0.032,-0.014,Hero_Product
HEART WREATH DECORATION WITH BELL,111,2,0.018,0.032,-0.014,Hero_Product
HEART IVORY TRELLIS LARGE,55,1,0.018,0.032,-0.014,Hero_Product
HOME SWEET HOME BLACKBOARD,114,2,0.018,0.032,-0.014,Hero_Product
DOORMAT FANCY FONT HOME SWEET HOME,111,2,0.018,0.032,-0.014,Hero_Product
DOORMAT HEARTS,113,2,0.018,0.032,-0.014,Hero_Product
FAIRY CAKE FLANNEL ASSORTED COLOUR,163,3,0.018,0.032,-0.014,Hero_Product
FEATHER PEN;COAL BLACK,55,1,0.018,0.032,-0.014,Hero_Product
CHRISTMAS RETROSPOT ANGEL WOOD,112,2,0.018,0.032,-0.014,Hero_Product
COWBOYS AND INDIANS BIRTHDAY CARD,57,1,0.018,0.032,-0.014,Hero_Product
COFFEE MUG APPLES DESIGN,55,1,0.018,0.032,-0.014,Hero_Product
CHILDREN'S SPACEBOY MUG,56,1,0.018,0.032,-0.014,Hero_Product
CHARLOTTE BAG VINTAGE ALPHABET,110,2,0.018,0.032,-0.014,Hero_Product
BIRD HOUSE HOT WATER BOTTLE,113,2,0.018,0.032,-0.014,Hero_Product
BLUE POLKADOT WRAP,55,1,0.018,0.032,-0.014,Hero_Product
BLUE PAISLEY TISSUE BOX,56,1,0.018,0.032,-0.014,Hero_Product
BAG 125g SWIRLY MARBLES,113,2,0.018,0.032,-0.014,Hero_Product
AREA PATROLLED METAL SIGN,117,2,0.017,0.032,-0.015,Hero_Product
ANTIQUE HEART SHELF UNIT,118,2,0.017,0.032,-0.015,Hero_Product
AIRLINE BAG VINTAGE JET SET RED,60,1,0.017,0.032,-0.015,Hero_Product
ABC TREASURE BOOK BOX,59,1,0.017,0.032,-0.015,Hero_Product
6 ROCKET BALLOONS,59,1,0.017,0.032,-0.015,Hero_Product
CHARLOTTE BAG APPLES DESIGN,117,2,0.017,0.032,-0.015,Hero_Product
BUNDLE OF 3 RETRO NOTE BOOKS,119,2,0.017,0.032,-0.015,Hero_Product
CHRISTMAS HANGING SNOWFLAKE,59,1,0.017,0.032,-0.015,Hero_Product
ENCHANTED BIRD COATHANGER 5 HOOK,60,1,0.017,0.032,-0.015,Hero_Product
FELTCRAFT DOLL EMILY,116,2,0.017,0.032,-0.015,Hero_Product
GLITTER CHRISTMAS STAR,115,2,0.017,0.032,-0.015,Hero_Product
HANGING HEART JAR T-LIGHT HOLDER,117,2,0.017,0.032,-0.015,Hero_Product
HAND WARMER BABUSHKA DESIGN,120,2,0.017,0.032,-0.015,Hero_Product
GUMBALL COAT RACK,176,3,0.017,0.032,-0.015,Hero_Product
PACK OF 12 TRADITIONAL CRAYONS,120,2,0.017,0.032,-0.015,Hero_Product
LARGE YELLOW BABUSHKA NOTEBOOK,59,1,0.017,0.032,-0.015,Hero_Product
MAGIC TREE -PAPER FLOWERS,58,1,0.017,0.032,-0.015,Hero_Product
MINT KITCHEN SCALES,116,2,0.017,0.032,-0.015,Hero_Product
SET 6 SCHOOL MILK BOTTLES IN CRATE,177,3,0.017,0.032,-0.015,Hero_Product
VINTAGE UNION JACK MEMOBOARD,60,1,0.017,0.032,-0.015,Hero_Product
VINTAGE RED ENAMEL TRIM JUG,58,1,0.017,0.032,-0.015,Hero_Product
WRAP RED APPLES,60,1,0.017,0.032,-0.015,Hero_Product
TRAVEL CARD WALLET VINTAGE LEAF,59,1,0.017,0.032,-0.015,Hero_Product
TRAVEL CARD WALLET TRANSPORT,60,1,0.017,0.032,-0.015,Hero_Product
WRAP PAISLEY PARK,63,1,0.016,0.032,-0.016,Hero_Product
WRAP CHRISTMAS VILLAGE,126,2,0.016,0.032,-0.016,Hero_Product
WOOD STAMP SET HAPPY BIRTHDAY,61,1,0.016,0.032,-0.016,Hero_Product
SET/6 RED SPOTTY PAPER PLATES,63,1,0.016,0.032,-0.016,Hero_Product
SET/2 RED RETROSPOT TEA TOWELS,63,1,0.016,0.032,-0.016,Hero_Product
RED SPOTTY BISCUIT TIN,63,1,0.016,0.032,-0.016,Hero_Product
REINDEER HEART DECORATION GOLD,61,1,0.016,0.032,-0.016,Hero_Product
RED RETROSPOT SHOPPER BAG,124,2,0.016,0.032,-0.016,Hero_Product
LUNCH BAG RED VINTAGE DOILY,186,3,0.016,0.032,-0.016,Hero_Product
PACK OF 20 NAPKINS RED APPLES,61,1,0.016,0.032,-0.016,Hero_Product
HOT STUFF HOT WATER BOTTLE,64,1,0.016,0.032,-0.016,Hero_Product
GAOLERS KEYS DECORATIVE GARDEN,61,1,0.016,0.032,-0.016,Hero_Product
FOLDING BUTTERFLY MIRROR HOT PINK,64,1,0.016,0.032,-0.016,Hero_Product
DOORMAT WELCOME TO OUR HOME,61,1,0.016,0.032,-0.016,Hero_Product
EGG FRYING PAN RED,61,1,0.016,0.032,-0.016,Hero_Product
CHOCOLATE BOX RIBBONS,63,1,0.016,0.032,-0.016,Hero_Product
CIRCUS PARADE LUNCH BOX,61,1,0.016,0.032,-0.016,Hero_Product
12 PENCILS TALL TUBE SKULLS,127,2,0.016,0.032,-0.016,Hero_Product
4 PEAR BOTANICAL DINNER CANDLES,122,2,0.016,0.032,-0.016,Hero_Product
ANTIQUE GLASS PEDESTAL BOWL,63,1,0.016,0.032,-0.016,Hero_Product
BELLE JARDINIERE CUSHION COVER,129,2,0.016,0.032,-0.016,Hero_Product
CHILDS BREAKFAST SET SPACEBOY,68,1,0.015,0.032,-0.017,Hero_Product
CHRISTMAS TABLE SILVER CANDLE SPIKE,66,1,0.015,0.032,-0.017,Hero_Product
BREAD BIN DINER STYLE RED,67,1,0.015,0.032,-0.017,Hero_Product
BULL DOG BOTTLE OPENER,68,1,0.015,0.032,-0.017,Hero_Product
CERAMIC STRAWBERRY DESIGN MUG,66,1,0.015,0.032,-0.017,Hero_Product
DOLLY GIRL BEAKER,65,1,0.015,0.032,-0.017,Hero_Product
DOLLY GIRL CHILDRENS CUP,68,1,0.015,0.032,-0.017,Hero_Product
FELTCRAFT HAIRBAND PINK AND BLUE,67,1,0.015,0.032,-0.017,Hero_Product
HEART WOODEN CHRISTMAS DECORATION,137,2,0.015,0.032,-0.017,Hero_Product
GROW YOUR OWN BASIL IN ENAMEL MUG,68,1,0.015,0.032,-0.017,Hero_Product
GLITTER BUTTERFLY CLIPS,66,1,0.015,0.032,-0.017,Hero_Product
GLASS APOTHECARY BOTTLE ELIXIR,65,1,0.015,0.032,-0.017,Hero_Product
PACK OF 6 BIRDY GIFT TAGS,136,2,0.015,0.032,-0.017,Hero_Product
PEACE WOODEN BLOCK LETTERS,66,1,0.015,0.032,-0.017,Hero_Product
LUNCH BAG PINK POLKADOT,197,3,0.015,0.032,-0.017,Hero_Product
MAGNETS PACK OF 4 VINTAGE COLLAGE,68,1,0.015,0.032,-0.017,Hero_Product
MINI CAKE STAND HANGING STRAWBERY,65,1,0.015,0.032,-0.017,Hero_Product
RED RETROSPOT CHILDRENS UMBRELLA,65,1,0.015,0.032,-0.017,Hero_Product
POTTERING MUG,68,1,0.015,0.032,-0.017,Hero_Product
RETROSPOT LARGE MILK JUG,65,1,0.015,0.032,-0.017,Hero_Product
RIBBON REEL CHRISTMAS PRESENT,137,2,0.015,0.032,-0.017,Hero_Product
SET OF 12 FORK CANDLES,67,1,0.015,0.032,-0.017,Hero_Product
WRAP 50'S CHRISTMAS,130,2,0.015,0.032,-0.017,Hero_Product
WOODLAND SMALL RED FELT HEART,68,1,0.015,0.032,-0.017,Hero_Product
WOODEN OWLS LIGHT GARLAND,68,1,0.015,0.032,-0.017,Hero_Product
STRAWBERRY BATH SPONGE,65,1,0.015,0.032,-0.017,Hero_Product
STAR DECORATION RUSTIC,71,1,0.014,0.032,-0.018,Hero_Product
SLEEPING CAT ERASERS,74,1,0.014,0.032,-0.018,Hero_Product
WALL ART 70'S ALPHABET,71,1,0.014,0.032,-0.018,Hero_Product
SET 8 CANDLES VINTAGE DOILY,70,1,0.014,0.032,-0.018,Hero_Product
SINGLE ANTIQUE ROSE HOOK IVORY,72,1,0.014,0.032,-0.018,Hero_Product
SINGLE HEART ZINC T-LIGHT HOLDER,69,1,0.014,0.032,-0.018,Hero_Product
REGENCY MILK JUG PINK,69,1,0.014,0.032,-0.018,Hero_Product
LARGE RED BABUSHKA NOTEBOOK,71,1,0.014,0.032,-0.018,Hero_Product
JUMBO BAG WOODLAND ANIMALS,139,2,0.014,0.032,-0.018,Hero_Product
I'M ON HOLIDAY METAL SIGN,74,1,0.014,0.032,-0.018,Hero_Product
ENAMEL MEASURING JUG CREAM,72,1,0.014,0.032,-0.018,Hero_Product
CHILDS BREAKFAST SET DOLLY GIRL,70,1,0.014,0.032,-0.018,Hero_Product
ANTIQUE SILVER BAUBLE LAMP,74,1,0.014,0.032,-0.018,Hero_Product
ANTIQUE GLASS DRESSING TABLE POT,69,1,0.014,0.032,-0.018,Hero_Product
FOUR HOOK WHITE LOVEBIRDS,79,1,0.013,0.032,-0.019,Hero_Product
MAGNETS PACK OF 4 HOME SWEET HOME,77,1,0.013,0.032,-0.019,Hero_Product
MAKE YOUR OWN MONSOON CARD KIT,79,1,0.013,0.032,-0.019,Hero_Product
ROSE CARAVAN DOORSTOP,75,1,0.013,0.032,-0.019,Hero_Product
RED RETROSPOT SMALL MILK JUG,78,1,0.013,0.032,-0.019,Hero_Product
RED RETROSPOT ROUND CAKE TINS,77,1,0.013,0.032,-0.019,Hero_Product
SET OF 4 JAM JAR MAGNETS,79,1,0.013,0.032,-0.019,Hero_Product
SCANDINAVIAN REDS RIBBONS,150,2,0.013,0.032,-0.019,Hero_Product
WALL ART BICYCLE SAFETY,151,2,0.013,0.032,-0.019,Hero_Product
WALL ART DOG LICENCE,75,1,0.013,0.032,-0.019,Hero_Product
WOODEN SCHOOL COLOURING SET,153,2,0.013,0.032,-0.019,Hero_Product
SMALL YELLOW BABUSHKA NOTEBOOK,79,1,0.013,0.032,-0.019,Hero_Product
WOOD STOCKING CHRISTMAS SCANDISPOT,86,1,0.012,0.032,-0.02,Hero_Product
WOOD BLACK BOARD ANT WHITE FINISH,163,2,0.012,0.032,-0.02,Hero_Product
WALL ART KEEP CALM,86,1,0.012,0.032,-0.02,Hero_Product
RED HANGING HEART T-LIGHT HOLDER,247,3,0.012,0.032,-0.02,Hero_Product
RIBBON REEL POLKADOTS,83,1,0.012,0.032,-0.02,Hero_Product
MAGIC SHEEP WOOL GROWING FROM PAPER,80,1,0.013,0.032,-0.02,Hero_Product
LANDMARK FRAME OXFORD STREET,84,1,0.012,0.032,-0.02,Hero_Product
PAPER CHAIN KIT RETROSPOT,164,2,0.012,0.032,-0.02,Hero_Product
MOODY GIRL DOOR HANGER,80,1,0.013,0.032,-0.02,Hero_Product
FLUTED ANTIQUE CANDLE HOLDER,82,1,0.012,0.032,-0.02,Hero_Product
FELTCRAFT GIRL NICOLE KIT,82,1,0.012,0.032,-0.02,Hero_Product
FAMILY ALBUM WHITE PICTURE FRAME,83,1,0.012,0.032,-0.02,Hero_Product
EDWARDIAN PARASOL RED,80,1,0.013,0.032,-0.02,Hero_Product
DECORATIVE WICKER HEART MEDIUM,167,2,0.012,0.032,-0.02,Hero_Product
IVORY WICKER HEART SMALL,83,1,0.012,0.032,-0.02,Hero_Product
GREY HEART HOT WATER BOTTLE,256,3,0.012,0.032,-0.02,Hero_Product
HANGING HEART ZINC T-LIGHT HOLDER,86,1,0.012,0.032,-0.02,Hero_Product
CARD HOLDER LOVE BIRD LARGE,80,1,0.013,0.032,-0.02,Hero_Product
BROCADE RING PURSE,94,1,0.011,0.032,-0.021,Hero_Product
CERAMIC CHERRY CAKE MONEY BANK,87,1,0.011,0.032,-0.021,Hero_Product
HANGING METAL STAR LANTERN,88,1,0.011,0.032,-0.021,Hero_Product
JINGLE BELL HEART ANTIQUE GOLD,90,1,0.011,0.032,-0.021,Hero_Product
IVORY DINER WALL CLOCK,91,1,0.011,0.032,-0.021,Hero_Product
DOORMAT SPOTTY HOME SWEET HOME,95,1,0.011,0.032,-0.021,Hero_Product
LARGE CERAMIC TOP STORAGE JAR,89,1,0.011,0.032,-0.021,Hero_Product
RETROSPOT GIANT TUBE MATCHES,90,1,0.011,0.032,-0.021,Hero_Product
PLASTERS IN TIN CIRCUS PARADE,187,2,0.011,0.032,-0.021,Hero_Product
SET 12 RETRO WHITE CHALK STICKS,91,1,0.011,0.032,-0.021,Hero_Product
SET OF 2 TRAYS HOME SWEET HOME,94,1,0.011,0.032,-0.021,Hero_Product
SILVER MUG BONE CHINA TREE OF LIFE,94,1,0.011,0.032,-0.021,Hero_Product
VINTAGE CHRISTMAS TABLECLOTH,87,1,0.011,0.032,-0.021,Hero_Product
ZINC T-LIGHT HOLDER STARS SMALL,90,1,0.011,0.032,-0.021,Hero_Product
STAR WREATH DECORATION WITH BELL,88,1,0.011,0.032,-0.021,Hero_Product
WOOD STAMP SET BEST WISHES,101,1,0.01,0.032,-0.022,Hero_Product
PLACE SETTING WHITE HEART,103,1,0.01,0.032,-0.022,Hero_Product
RED RETROSPOT CAKE STAND,104,1,0.01,0.032,-0.022,Hero_Product
KNEELING MAT HOUSEWORK DESIGN,96,1,0.01,0.032,-0.022,Hero_Product
JUMBO BAG OWLS,105,1,0.01,0.032,-0.022,Hero_Product
MONSTERS STENCIL CRAFT,96,1,0.01,0.032,-0.022,Hero_Product
GINGHAM HEART DOORSTOP RED,98,1,0.01,0.032,-0.022,Hero_Product
CHARLIE + LOLA RED HOT WATER BOTTLE,98,1,0.01,0.032,-0.022,Hero_Product
CHRISTMAS LIGHTS 10 SANTAS,117,1,0.009,0.032,-0.023,Hero_Product
ASSORTED COLOUR MINI CASES,111,1,0.009,0.032,-0.023,Hero_Product
IVORY WICKER HEART LARGE,213,2,0.009,0.032,-0.023,Hero_Product
HOME SWEET HOME HANGING HEART,110,1,0.009,0.032,-0.023,Hero_Product
DOORMAT UNION FLAG,106,1,0.009,0.032,-0.023,Hero_Product
RED RETROSPOT OVEN GLOVE,108,1,0.009,0.032,-0.023,Hero_Product
REGENCY TEAPOT ROSES,106,1,0.009,0.032,-0.023,Hero_Product
SET OF 3 BIRD LIGHT PINK FEATHER,114,1,0.009,0.032,-0.023,Hero_Product
SOLDIERS EGG CUP,111,1,0.009,0.032,-0.023,Hero_Product
SPACEBOY BIRTHDAY CARD,111,1,0.009,0.032,-0.023,Hero_Product
STAR WOODEN CHRISTMAS DECORATION,128,1,0.008,0.032,-0.024,Hero_Product
STRAWBERRY CERAMIC TRINKET POT,126,1,0.008,0.032,-0.024,Hero_Product
WHITE ROCKING HORSE HAND PAINTED,122,1,0.008,0.032,-0.024,Hero_Product
SET OF 4 ROSE BOTANICAL CANDLES,128,1,0.008,0.032,-0.024,Hero_Product
MEMO BOARD RETROSPOT DESIGN,119,1,0.008,0.032,-0.024,Hero_Product
FELTCRAFT DOLL MOLLY,124,1,0.008,0.032,-0.024,Hero_Product
CHRISTMAS TOILET ROLL,126,1,0.008,0.032,-0.024,Hero_Product
SET OF 6 SPICE TINS PANTRY DESIGN,179,1,0.006,0.032,-0.026,Hero_Product
SET 6 PAPER TABLE LANTERN HEARTS,155,1,0.006,0.032,-0.026,Hero_Product
SET OF 12 T-LIGHTS VINTAGE DOILY,53,0,0,0.032,-0.032,Hero_Product
SET OF 2 ROUND TINS DUTCH CHEESE,43,0,0,0.032,-0.032,Hero_Product
SET OF 3 PANTRY WOODEN SPOONS,41,0,0,0.032,-0.032,Hero_Product
SET 20 NAPKINS FAIRY CAKES DESIGN,63,0,0,0.032,-0.032,Hero_Product
SET 4 VALENTINE DECOUPAGE HEART BOX,34,0,0,0.032,-0.032,Hero_Product
S/4 PINK FLOWER CANDLES IN BOWL,46,0,0,0.032,-0.032,Hero_Product
SET 10 NIGHT OWL LIGHTS,62,0,0,0.032,-0.032,Hero_Product
SET 12 KIDS WHITE CHALK STICKS,79,0,0,0.032,-0.032,Hero_Product
SET OF 6 STRAWBERRY CHOPSTICKS,35,0,0,0.032,-0.032,Hero_Product
SET OF 9 BLACK SKULL BALLOONS,54,0,0,0.032,-0.032,Hero_Product
SET OF 6 HERB TINS SKETCHBOOK,52,0,0,0.032,-0.032,Hero_Product
SET OF 6 RIBBONS COUNTRY STYLE,37,0,0,0.032,-0.032,Hero_Product
SET OF 6 RIBBONS PERFECTLY PRETTY,65,0,0,0.032,-0.032,Hero_Product
SET3 BOOK BOX GREEN GINGHAM FLOWER,60,0,0,0.032,-0.032,Hero_Product
SEWING BOX RETROSPOT DESIGN,63,0,0,0.032,-0.032,Hero_Product
SET/12 TAPER CANDLES,37,0,0,0.032,-0.032,Hero_Product
SET/10 BLUE POLKADOT PARTY CANDLES,51,0,0,0.032,-0.032,Hero_Product
SET/3 VANILLA SCENTED CANDLE IN BOX,33,0,0,0.032,-0.032,Hero_Product
REGENCY TEA STRAINER,54,0,0,0.032,-0.032,Hero_Product
RETRO PLASTIC POLKA TRAY,30,0,0,0.032,-0.032,Hero_Product
RETROSPOT SMALL TUBE MATCHES,90,0,0,0.032,-0.032,Hero_Product
REGENCY CAKE SLICE,30,0,0,0.032,-0.032,Hero_Product
RED ROCKING HORSE HAND PAINTED,87,0,0,0.032,-0.032,Hero_Product
ROBOT BIRTHDAY CARD,65,0,0,0.032,-0.032,Hero_Product
RIBBON REEL FLORA + FAUNA,39,0,0,0.032,-0.032,Hero_Product
ROUND STORAGE TIN VINTAGE LEAF,40,0,0,0.032,-0.032,Hero_Product
RED RETROSPOT SUGAR JAM BOWL,43,0,0,0.032,-0.032,Hero_Product
RED RETROSPOT TAPE,30,0,0,0.032,-0.032,Hero_Product
RED RETROSPOT TEA CUP AND SAUCER,44,0,0,0.032,-0.032,Hero_Product
RED REFECTORY CLOCK,61,0,0,0.032,-0.032,Hero_Product
RED RETRO KITCHEN WALL CLOCK,34,0,0,0.032,-0.032,Hero_Product
RED RETROSPOT MUG,31,0,0,0.032,-0.032,Hero_Product
RED HEART SHAPE LOVE BUCKET,54,0,0,0.032,-0.032,Hero_Product
RED BABY BUNTING,41,0,0,0.032,-0.032,Hero_Product
PLACE SETTING WHITE STAR,53,0,0,0.032,-0.032,Hero_Product
POTTING SHED TEA MUG,34,0,0,0.032,-0.032,Hero_Product
RECYCLED PENCIL WITH RABBIT ERASER,30,0,0,0.032,-0.032,Hero_Product
MINI JIGSAW PURDEY,40,0,0,0.032,-0.032,Hero_Product
MINI JIGSAW SPACEBOY,57,0,0,0.032,-0.032,Hero_Product
MAGIC DRAWING SLATE LEAP FROG,36,0,0,0.032,-0.032,Hero_Product
MADRAS NOTEBOOK MEDIUM,46,0,0,0.032,-0.032,Hero_Product
JUMBO BAG APPLES,185,0,0,0.032,-0.032,Hero_Product
JUMBO BAG PEARS,156,0,0,0.032,-0.032,Hero_Product
LARGE CAKE TOWEL CHOCOLATE SPOTS,52,0,0,0.032,-0.032,Hero_Product
LANTERN CREAM GAZEBO,76,0,0,0.032,-0.032,Hero_Product
LARGE IVORY HEART WALL ORGANISER,43,0,0,0.032,-0.032,Hero_Product
LAUREL STAR ANTIQUE SILVER,43,0,0,0.032,-0.032,Hero_Product
LAUREL HEART ANTIQUE GOLD,30,0,0,0.032,-0.032,Hero_Product
LIGHT GARLAND BUTTERFILES PINK,55,0,0,0.032,-0.032,Hero_Product
LOVE HEART POCKET WARMER,33,0,0,0.032,-0.032,Hero_Product
LOCAL CAFE MUG,31,0,0,0.032,-0.032,Hero_Product
MONEY BOX KINGS CHOICE DESIGN,36,0,0,0.032,-0.032,Hero_Product
N0 SINGING METAL SIGN,51,0,0,0.032,-0.032,Hero_Product
NATURAL SLATE RECTANGLE CHALKBOARD,93,0,0,0.032,-0.032,Hero_Product
ORIGAMI ROSE INCENSE/CANDLE SET,33,0,0,0.032,-0.032,Hero_Product
PACK OF 20 SPACEBOY NAPKINS,36,0,0,0.032,-0.032,Hero_Product
PAPER BUNTING PAISLEY PARK,53,0,0,0.032,-0.032,Hero_Product
PARISIENNE KEY CABINET,72,0,0,0.032,-0.032,Hero_Product
PARISIENNE SEWING BOX,56,0,0,0.032,-0.032,Hero_Product
PARTY CONE CHRISTMAS DECORATION,42,0,0,0.032,-0.032,Hero_Product
PAPER BUNTING VINTAGE PAISLEY,35,0,0,0.032,-0.032,Hero_Product
PAPER BUNTING VINTAGE PARTY,74,0,0,0.032,-0.032,Hero_Product
PAPER BUNTING WHITE LACE,59,0,0,0.032,-0.032,Hero_Product
PANTRY HOOK BALLOON WHISK,31,0,0,0.032,-0.032,Hero_Product
PANTRY HOOK SPATULA,30,0,0,0.032,-0.032,Hero_Product
PANTRY HOOK TEA STRAINER,32,0,0,0.032,-0.032,Hero_Product
PAISLEY PARK CARD,40,0,0,0.032,-0.032,Hero_Product
PING MICROWAVE APRON,37,0,0,0.032,-0.032,Hero_Product
PINK BABY BUNTING,34,0,0,0.032,-0.032,Hero_Product
PHOTO FRAME LINEN AND LACE SMALL,38,0,0,0.032,-0.032,Hero_Product
PICTURE FRAME WOOD TRIPLE PORTRAIT,63,0,0,0.032,-0.032,Hero_Product
PIG KEYRING WITH LIGHT & SOUND,37,0,0,0.032,-0.032,Hero_Product
PENCIL CASE LIFE IS BEAUTIFUL,34,0,0,0.032,-0.032,Hero_Product
PINK VINTAGE PAISLEY PICNIC BAG,47,0,0,0.032,-0.032,Hero_Product
CHOCOLATE CALCULATOR,56,0,0,0.032,-0.032,Hero_Product
CHILDS BREAKFAST SET CIRCUS PARADE,72,0,0,0.032,-0.032,Hero_Product
CLASSIC BICYCLE CLIPS,143,0,0,0.032,-0.032,Hero_Product
CINAMMON & ORANGE WREATH,31,0,0,0.032,-0.032,Hero_Product
