CustomerID,RFM,Segment,Num_Purchase_Dates,Days_From_End,Personal_Churn+Window,Churn_Score
17015,333,Potential Loyalist,3,28,99.8,0.280561122
14913,333,Potential Loyalist,4,35,124.8,0.280448718
15679,333,Potential Loyalist,4,24,85.6,0.280373832
15785,334,Potential Loyalist,4,32,114.2,0.280210158
14035,344,Loyalist,5,28,100,0.28
14507,343,Loyalist,5,23,82.2,0.279805353
16043,333,Potential Loyalist,4,37,132.8,0.278614458
15506,333,Potential Loyalist,3,22,79,0.278481013
14883,343,Loyalist,5,18,64.8,0.277777778
14820,332,Potential Loyalist,4,21,75.6,0.277777778
14285,334,Potential Loyalist,4,21,75.8,0.277044855
17888,343,Loyalist,8,21,75.8,0.277044855
16014,332,Potential Loyalist,3,37,134.2,0.275707899
14112,344,Loyalist,5,22,79.8,0.275689223
13418,444,Champions,13,11,40,0.275
16869,333,Potential Loyalist,4,22,80,0.275
13632,344,Loyalist,5,24,88.4,0.271493213
13565,321,Need Attention,2,19,315,0.271428571
14157,322,Need Attention,2,19,266,0.271428571
14664,322,Need Attention,2,19,14,0.271428571
13212,323,Potential Loyalist,2,19,42,0.271428571
16212,322,Need Attention,2,19,264,0.271428571
16411,321,Need Attention,2,19,350,0.271428571
16399,322,Need Attention,2,19,216,0.271428571
16506,321,Need Attention,2,19,21,0.271428571
14984,321,Need Attention,2,19,161,0.271428571
15850,321,Need Attention,2,19,149,0.271428571
15963,322,Need Attention,2,19,26,0.271428571
15919,322,Need Attention,2,19,349,0.271428571
18040,322,Need Attention,2,19,226,0.271428571
18127,322,Need Attention,2,19,114,0.271428571
17384,322,Need Attention,2,19,200,0.271428571
17387,323,Potential Loyalist,2,19,14,0.271428571
17425,322,Need Attention,2,19,41,0.271428571
17555,322,Need Attention,2,19,315,0.271428571
16570,444,Champions,9,15,55.4,0.270758123
18016,343,Loyalist,5,32,118.8,0.269360269
16950,233,At-Risk High Value,3,56,208,0.269230769
14688,444,Champions,20,7,26,0.269230769
17420,332,Potential Loyalist,3,50,185.8,0.269106566
14834,444,Champions,6,17,63.2,0.268987342
12691,343,Loyalist,6,28,104.2,0.268714012
12380,334,Potential Loyalist,4,21,78.2,0.268542199
15407,333,Potential Loyalist,4,33,123.2,0.267857143
16671,334,Potential Loyalist,3,28,104.6,0.267686424
15051,333,Potential Loyalist,3,23,86,0.26744186
14595,343,Loyalist,6,19,71.2,0.266853933
13168,333,Potential Loyalist,4,36,135,0.266666667
15227,333,Potential Loyalist,4,36,135,0.266666667
16169,434,Promising,4,8,30,0.266666667
17609,333,Potential Loyalist,4,40,150.6,0.26560425
13982,334,Potential Loyalist,4,39,147.4,0.26458616
13410,343,Loyalist,5,24,90.8,0.264317181
17289,333,Potential Loyalist,3,31,118,0.262711864
17809,444,Champions,10,16,61.2,0.261437908
15671,344,Loyalist,7,18,69,0.260869565
15289,333,Potential Loyalist,3,29,111.2,0.260791367
15046,444,Champions,15,9,34.6,0.260115607
13772,333,Potential Loyalist,3,33,127,0.25984252
17350,433,Promising,3,8,30.8,0.25974026
17576,444,Champions,18,8,30.8,0.25974026
12488,433,Promising,3,9,34.8,0.25862069
12963,444,Champions,7,8,31,0.258064516
13189,321,Need Attention,2,18,97,0.257142857
13430,323,Potential Loyalist,2,18,68,0.257142857
12504,322,Need Attention,2,18,12,0.257142857
12462,323,Potential Loyalist,2,18,285,0.257142857
12904,322,Need Attention,2,18,154,0.257142857
13823,323,Potential Loyalist,2,18,73,0.257142857
13673,322,Need Attention,2,18,14,0.257142857
14551,321,Need Attention,2,18,186,0.257142857
15163,322,Need Attention,2,18,174,0.257142857
17664,322,Need Attention,2,18,194,0.257142857
17432,322,Need Attention,2,18,19,0.257142857
18080,324,Potential Loyalist,2,18,224,0.257142857
13999,444,Champions,12,10,39,0.256410256
14626,334,Potential Loyalist,4,23,89.8,0.256124722
14229,234,At-Risk High Value,3,51,200.4,0.254491018
14030,344,Loyalist,7,18,71,0.253521127
17521,332,Potential Loyalist,3,29,114.4,0.253496503
16554,333,Potential Loyalist,3,42,165.8,0.25331725
14001,334,Potential Loyalist,3,45,177.8,0.253093363
14482,344,Loyalist,6,18,71.2,0.252808989
18036,332,Potential Loyalist,3,32,126.6,0.252764613
15906,344,Loyalist,5,19,75.4,0.25198939
15078,444,Champions,20,7,27.8,0.251798561
12476,444,Champions,10,15,59.8,0.25083612
12656,444,Champions,5,17,67.8,0.250737463
13867,333,Potential Loyalist,3,31,123.8,0.250403877
14031,444,Champions,17,7,28,0.25
15034,444,Champions,7,15,60,0.25
14911,444,Champions,132,1,4,0.25
15769,444,Champions,22,7,28,0.25
17014,432,Potential Loyalist,3,8,32,0.25
17841,444,Champions,112,1,4,0.25
16717,344,Loyalist,6,23,92.4,0.248917749
15601,444,Champions,14,11,44.2,0.248868778
16279,333,Potential Loyalist,3,21,84.4,0.248815166
16871,344,Loyalist,5,22,88.6,0.248306998
17552,233,At-Risk High Value,3,60,243,0.24691358
17109,333,Potential Loyalist,4,29,117.6,0.246598639
16985,444,Champions,7,17,69,0.246376812
13681,433,Promising,4,17,69,0.246376812
14329,444,Champions,6,17,69,0.246376812
16790,443,Loyalist,6,3,12.2,0.245901639
13991,443,Loyalist,5,12,48.8,0.245901639
15737,443,Loyalist,7,14,57,0.245614035
16011,444,Champions,16,8,32.6,0.245398773
16110,333,Potential Loyalist,3,45,183.4,0.245365322
13277,431,Potential Loyalist,4,15,61.4,0.244299674
13117,343,Loyalist,8,21,86,0.244186047
13089,444,Champions,66,2,8.2,0.243902439
12993,332,Potential Loyalist,4,23,94.6,0.243128964
13363,423,Promising,2,17,26,0.242857143
12465,422,Promising,2,17,152,0.242857143
13569,422,Promising,2,17,350,0.242857143
16352,422,Promising,2,17,20,0.242857143
16330,422,Promising,2,17,95,0.242857143
16311,423,Promising,2,17,32,0.242857143
17155,421,Promising,2,17,160,0.242857143
15977,423,Promising,2,17,22,0.242857143
15497,424,Promising,2,17,302,0.242857143
14768,421,Promising,2,17,110,0.242857143
17759,423,Promising,2,17,152,0.242857143
17453,422,Promising,2,17,47,0.242857143
17371,422,Promising,2,17,344,0.242857143
17360,422,Promising,2,17,167,0.242857143
14903,344,Loyalist,5,21,86.8,0.241935484
15864,344,Loyalist,6,22,91,0.241758242
14505,444,Champions,8,17,70.6,0.240793201
16960,332,Potential Loyalist,3,38,158,0.240506329
13147,433,Promising,4,10,41.6,0.240384615
14560,444,Champions,20,7,29.2,0.239726027
17159,333,Potential Loyalist,3,21,87.6,0.239726027
17515,332,Potential Loyalist,4,31,129.8,0.238828968
15132,343,Loyalist,5,18,75.4,0.23872679
13755,444,Champions,8,3,12.6,0.238095238
17323,443,Loyalist,7,15,63,0.238095238
13984,343,Loyalist,5,26,109.2,0.238095238
16241,444,Champions,12,9,38,0.236842105
17917,332,Potential Loyalist,3,45,190,0.236842105
14299,444,Champions,9,8,33.8,0.236686391
14700,334,Potential Loyalist,3,32,135.4,0.23633678
17932,333,Potential Loyalist,3,29,122.8,0.236156352
13652,333,Potential Loyalist,3,45,191.2,0.235355649
15811,344,Loyalist,6,22,93.6,0.235042735
15106,443,Loyalist,5,17,72.4,0.23480663
14426,344,Loyalist,7,23,98,0.234693878
17396,334,Potential Loyalist,4,39,166.2,0.23465704
15144,444,Champions,14,8,34.2,0.233918129
16618,334,Potential Loyalist,4,31,132.6,0.233785822
13735,334,Potential Loyalist,4,24,102.8,0.233463035
15271,444,Champions,15,7,30,0.233333333
12480,334,Potential Loyalist,4,28,120.4,0.23255814
14527,444,Champions,54,2,8.6,0.23255814
13145,333,Potential Loyalist,4,39,167.8,0.232419547
16655,444,Champions,6,17,74,0.22972973
14755,444,Champions,11,9,39.2,0.229591837
17133,444,Champions,6,15,65.4,0.229357798
14125,434,Promising,3,10,43.6,0.229357798
15116,433,Promising,4,17,74.2,0.229110512
14912,423,Promising,2,16,230,0.228571429
15949,422,Promising,2,16,55,0.228571429
15393,421,Promising,2,16,265,0.228571429
15398,423,Promising,2,16,62,0.228571429
16653,423,Promising,2,16,55,0.228571429
16185,422,Promising,2,16,216,0.228571429
16020,423,Promising,2,16,49,0.228571429
14020,422,Promising,2,16,72,0.228571429
13899,422,Promising,2,16,258,0.228571429
14335,422,Promising,2,16,80,0.228571429
14205,421,Promising,2,16,248,0.228571429
13350,423,Promising,2,16,63,0.228571429
16341,334,Potential Loyalist,3,24,105,0.228571429
16782,444,Champions,13,10,43.8,0.228310502
16407,444,Champions,9,12,52.8,0.227272727
16133,444,Champions,29,3,13.2,0.227272727
17410,443,Loyalist,5,16,70.4,0.227272727
14334,444,Champions,8,16,70.6,0.226628895
14342,333,Potential Loyalist,4,21,92.8,0.226293103
16762,333,Potential Loyalist,3,19,84.4,0.225118483
15782,434,Promising,3,9,40,0.225
17796,333,Potential Loyalist,4,40,177.8,0.224971879
13131,333,Potential Loyalist,3,23,102.4,0.224609375
12778,343,Loyalist,6,19,84.8,0.224056604
17816,331,Potential Loyalist,4,36,160.8,0.223880597
17231,444,Champions,10,12,53.6,0.223880597
15218,444,Champions,9,10,44.8,0.223214286
15953,444,Champions,8,15,67.2,0.223214286
14515,444,Champions,5,17,76.4,0.222513089
16966,444,Champions,7,8,36,0.222222222
17685,444,Champions,7,16,72,0.222222222
16333,444,Champions,13,7,31.6,0.221518987
14748,333,Potential Loyalist,4,29,131.2,0.221036585
16676,333,Potential Loyalist,4,33,149.6,0.220588235
13014,444,Champions,10,10,45.6,0.219298246
17419,444,Champions,11,11,50.2,0.219123506
16764,444,Champions,13,3,13.8,0.217391304
13892,333,Potential Loyalist,4,26,119.6,0.217391304
15901,432,Potential Loyalist,3,16,73.8,0.216802168
15743,433,Promising,4,16,74,0.216216216
15500,433,Promising,4,8,37,0.216216216
15582,332,Potential Loyalist,3,24,111.2,0.215827338
14198,333,Potential Loyalist,4,18,83.6,0.215311005
18122,444,Champions,6,8,37.2,0.215053763
14898,343,Loyalist,6,23,107,0.214953271
14987,421,Promising,2,15,350,0.214285714
16824,422,Promising,2,15,149,0.214285714
16596,422,Promising,2,15,351,0.214285714
16616,422,Promising,2,15,142,0.214285714
16189,421,Promising,2,15,70,0.214285714
14539,422,Promising,2,15,29,0.214285714
14591,423,Promising,2,15,198,0.214285714
13610,443,Loyalist,7,12,56,0.214285714
13207,421,Promising,2,15,135,0.214285714
12483,444,Champions,8,17,79.6,0.213567839
16255,444,Champions,8,16,75,0.213333333
16513,433,Promising,4,4,18.8,0.212765957
16639,333,Potential Loyalist,3,31,145.8,0.212620027
12541,333,Potential Loyalist,3,29,136.6,0.212298682
17750,443,Loyalist,9,5,23.6,0.211864407
13285,333,Potential Loyalist,4,23,108.8,0.211397059
17769,444,Champions,10,12,56.8,0.211267606
13941,344,Loyalist,5,21,99.6,0.210843373
16775,444,Champions,11,10,47.6,0.210084034
17422,444,Champions,6,16,76.2,0.209973753
12990,331,Potential Loyalist,3,31,148.2,0.209176788
13521,433,Promising,3,1,4.8,0.208333333
12827,432,Potential Loyalist,3,5,24,0.208333333
17838,344,Loyalist,5,26,125,0.208
16293,344,Loyalist,6,21,101.6,0.206692913
18125,333,Potential Loyalist,4,29,140.8,0.205965909
13458,444,Champions,14,7,34,0.205882353
17886,333,Potential Loyalist,3,31,151,0.205298013
14178,444,Champions,7,8,39,0.205128205
13523,334,Potential Loyalist,4,33,161.4,0.204460967
14408,444,Champions,7,10,49,0.204081633
16463,333,Potential Loyalist,4,21,103,0.203883495
12705,444,Champions,8,15,73.6,0.203804348
12808,332,Potential Loyalist,3,36,176.8,0.20361991
16085,343,Loyalist,5,23,113.2,0.203180212
18263,333,Potential Loyalist,3,25,123.4,0.202593193
16008,332,Potential Loyalist,3,23,113.6,0.202464789
15253,433,Promising,3,16,79.2,0.202020202
14044,332,Potential Loyalist,4,26,129.2,0.20123839
13090,444,Champions,13,8,39.8,0.201005025
13525,423,Promising,2,14,234,0.2
12438,424,Promising,2,14,126,0.2
13978,421,Promising,2,14,31,0.2
13969,444,Champions,17,7,35,0.2
13579,422,Promising,2,14,355,0.2
13589,422,Promising,2,14,165,0.2
15186,422,Promising,2,14,154,0.2
17329,422,Promising,2,14,301,0.2
17288,443,Loyalist,7,9,45,0.2
17720,333,Potential Loyalist,4,26,130,0.2
17624,423,Promising,2,14,204,0.2
14662,333,Potential Loyalist,4,28,140,0.2
16700,444,Champions,13,8,40.2,0.199004975
13155,333,Potential Loyalist,4,33,166.6,0.198079232
16668,442,Loyalist,6,15,76.2,0.196850394
15093,344,Loyalist,6,18,91.6,0.19650655
13138,343,Loyalist,6,22,112,0.196428571
13719,443,Loyalist,5,15,76.6,0.195822454
15018,332,Potential Loyalist,3,38,194.2,0.195674562
15530,334,Potential Loyalist,4,21,107.6,0.195167286
16701,444,Champions,12,8,41,0.195121951
13499,443,Loyalist,5,17,87.2,0.194954128
13995,443,Loyalist,5,15,77,0.194805195
12753,344,Loyalist,6,22,113,0.194690265
13313,343,Loyalist,5,22,113.2,0.19434629
14878,444,Champions,9,12,62,0.193548387
16298,333,Potential Loyalist,3,22,113.8,0.193321617
16712,444,Champions,9,9,46.6,0.193133047
15727,444,Champions,7,16,83,0.192771084
16360,444,Champions,6,4,20.8,0.192307692
12364,433,Promising,4,7,36.4,0.192307692
16139,332,Potential Loyalist,3,18,94,0.191489362
13650,444,Champions,5,16,83.6,0.19138756
12841,444,Champions,24,4,21,0.19047619
15916,444,Champions,7,16,84,0.19047619
13427,333,Potential Loyalist,3,19,99.8,0.190380762
14487,343,Loyalist,5,26,136.8,0.19005848
14216,434,Promising,4,3,15.8,0.189873418
15681,334,Potential Loyalist,4,25,131.8,0.189681335
14499,332,Potential Loyalist,3,26,137.4,0.18922853
16719,444,Champions,7,14,74,0.189189189
14744,443,Loyalist,6,16,85.2,0.187793427
15061,444,Champions,29,3,16,0.1875
14071,443,Loyalist,7,3,16,0.1875
17147,334,Potential Loyalist,4,22,117.6,0.18707483
16474,444,Champions,6,7,37.6,0.186170213
13614,333,Potential Loyalist,4,24,129.6,0.185185185
16571,333,Potential Loyalist,3,26,141,0.184397163
16726,333,Potential Loyalist,4,26,141.2,0.184135977
13831,444,Champions,6,16,87,0.183908046
16003,334,Potential Loyalist,4,29,158.4,0.183080808
13694,444,Champions,35,3,16.4,0.182926829
15449,333,Potential Loyalist,3,26,142.4,0.18258427
13297,434,Promising,3,7,38.4,0.182291667
13784,444,Champions,11,9,49.4,0.182186235
15950,333,Potential Loyalist,4,31,170.6,0.181711606
15502,444,Champions,8,15,82.6,0.181598063
12997,333,Potential Loyalist,4,22,121.2,0.181518152
13137,444,Champions,8,10,55.2,0.18115942
12919,443,Loyalist,6,8,44.2,0.180995475
16245,333,Potential Loyalist,3,23,127.6,0.180250784
16033,444,Champions,18,5,27.8,0.179856115
14684,343,Loyalist,5,25,139.2,0.179597701
12684,444,Champions,7,7,39,0.179487179
13246,344,Loyalist,6,18,100.4,0.179282869
13928,432,Potential Loyalist,4,10,55.8,0.17921147
12388,444,Champions,6,15,83.8,0.178997613
14659,444,Champions,9,8,44.8,0.178571429
17131,434,Promising,4,5,28,0.178571429
16931,444,Champions,20,5,28,0.178571429
16877,443,Loyalist,6,12,67.2,0.178571429
16128,444,Champions,5,17,95.2,0.178571429
15452,332,Potential Loyalist,3,29,162.8,0.178132678
17063,333,Potential Loyalist,4,21,118,0.177966102
16115,443,Loyalist,8,9,50.6,0.177865613
12562,444,Champions,7,8,45,0.177777778
17611,444,Champions,14,7,39.4,0.177664975
16438,443,Loyalist,5,5,28.2,0.177304965
14713,444,Champions,11,9,51,0.176470588
14092,444,Champions,12,7,40,0.175
15117,443,Loyalist,5,14,80,0.175
16327,444,Champions,6,14,80.6,0.17369727
13308,333,Potential Loyalist,3,22,126.8,0.173501577
17076,333,Potential Loyalist,3,36,207.8,0.173243503
14262,444,Champions,8,8,46.2,0.173160173
17227,343,Loyalist,6,18,104,0.173076923
14829,333,Potential Loyalist,4,29,167.6,0.173031026
17158,333,Potential Loyalist,3,32,185.6,0.172413793
17173,444,Champions,7,5,29,0.172413793
15594,443,Loyalist,5,15,87,0.172413793
13081,444,Champions,9,11,64,0.171875
16221,333,Potential Loyalist,3,36,209.6,0.171755725
15054,421,Promising,2,12,28,0.171428571
12933,332,Potential Loyalist,3,24,140,0.171428571
17595,422,Promising,2,12,25,0.171428571
18156,422,Promising,2,12,357,0.171428571
18112,422,Promising,2,12,154,0.171428571
18001,422,Promising,2,12,74,0.171428571
16369,334,Potential Loyalist,3,18,105.2,0.171102662
16511,333,Potential Loyalist,3,21,122.8,0.171009772
15373,444,Champions,11,8,46.8,0.170940171
16365,444,Champions,8,17,99.6,0.170682731
17625,334,Potential Loyalist,4,18,105.8,0.170132325
15611,444,Champions,12,9,53,0.169811321
15489,333,Potential Loyalist,3,22,130.2,0.168970814
13310,333,Potential Loyalist,3,28,166,0.168674699
14456,444,Champions,8,5,29.8,0.167785235
14895,444,Champions,11,7,41.8,0.167464115
15745,333,Potential Loyalist,4,19,113.8,0.166959578
14606,444,Champions,89,1,6,0.166666667
13558,432,Potential Loyalist,4,5,30,0.166666667
13232,443,Loyalist,7,12,72,0.166666667
12704,444,Champions,7,7,42,0.166666667
17974,333,Potential Loyalist,3,24,144,0.166666667
18161,444,Champions,5,15,90.4,0.165929204
16261,433,Promising,4,17,103,0.165048544
16469,332,Potential Loyalist,3,23,140,0.164285714
12912,444,Champions,5,2,12.2,0.163934426
12775,443,Loyalist,5,17,104.2,0.163147793
16145,444,Champions,11,8,49.2,0.162601626
15365,334,Potential Loyalist,4,25,153.8,0.162548765
17463,444,Champions,5,16,98.8,0.16194332
15081,342,Loyalist,5,22,136.8,0.160818713
14243,444,Champions,10,8,49.8,0.16064257
17293,444,Champions,8,8,49.8,0.16064257
15179,344,Loyalist,5,18,112.2,0.160427807
14506,444,Champions,5,17,106,0.160377358
13509,443,Loyalist,7,8,50,0.16
15514,444,Champions,8,12,75,0.16
14715,333,Potential Loyalist,4,24,150.4,0.159574468
15781,332,Potential Loyalist,3,25,156.8,0.159438776
17228,443,Loyalist,8,15,94.4,0.158898305
17835,432,Potential Loyalist,3,2,12.6,0.158730159
13001,444,Champions,13,4,25.2,0.158730159
13159,433,Promising,4,8,50.4,0.158730159
15532,333,Potential Loyalist,4,25,157.6,0.158629442
12597,334,Potential Loyalist,4,19,119.8,0.158597663
16057,434,Promising,4,16,101,0.158415842
12553,444,Champions,10,8,50.8,0.157480315
12906,424,Promising,2,11,67,0.157142857
13030,423,Promising,2,11,357,0.157142857
14597,423,Promising,2,11,180,0.157142857
14470,422,Promising,2,11,276,0.157142857
13914,423,Promising,2,11,25,0.157142857
16364,423,Promising,2,11,126,0.157142857
16347,423,Promising,2,11,25,0.157142857
17031,421,Promising,2,11,143,0.157142857
15714,422,Promising,2,11,66,0.157142857
18101,421,Promising,2,11,132,0.157142857
17237,422,Promising,2,11,11,0.157142857
13606,332,Potential Loyalist,3,29,184.8,0.156926407
17519,444,Champions,6,17,108.8,0.15625
13199,444,Champions,33,3,19.2,0.15625
17700,434,Promising,4,16,102.6,0.155945419
15570,444,Champions,12,7,45,0.155555556
15110,333,Potential Loyalist,4,23,148,0.155405405
12524,444,Champions,8,9,58,0.155172414
13029,334,Potential Loyalist,3,30,193.6,0.154958678
13590,444,Champions,6,11,71,0.154929577
13692,333,Potential Loyalist,3,24,155.8,0.154043646
15382,444,Champions,5,14,91,0.153846154
17345,432,Potential Loyalist,3,15,98,0.153061224
14258,444,Champions,8,9,59.2,0.152027027
17365,444,Champions,7,12,79,0.151898734
15482,444,Champions,9,15,98.8,0.151821862
13319,444,Champions,17,5,33,0.151515152
12494,443,Loyalist,7,15,99,0.151515152
14477,333,Potential Loyalist,4,19,125.6,0.151273885
17951,333,Potential Loyalist,3,39,258.2,0.151045701
18077,444,Champions,11,8,53,0.150943396
17302,443,Loyalist,5,14,92.8,0.150862069
13808,444,Champions,5,5,33.2,0.15060241
15547,444,Champions,12,7,47,0.14893617
13815,334,Potential Loyalist,4,22,147.8,0.148849797
14447,333,Potential Loyalist,4,18,121.2,0.148514851
14060,444,Champions,19,4,27,0.148148148
18198,444,Champions,17,4,27,0.148148148
17516,433,Promising,4,15,101.6,0.147637795
14005,444,Champions,5,9,61.2,0.147058824
13516,333,Potential Loyalist,3,21,143,0.146853147
18144,444,Champions,11,7,48.2,0.145228216
12937,433,Promising,4,15,103.6,0.144787645
17299,433,Promising,4,11,76,0.144736842
14062,444,Champions,11,9,62.2,0.144694534
13118,333,Potential Loyalist,4,19,131.4,0.144596651
14961,444,Champions,8,10,69.4,0.144092219
16989,443,Loyalist,6,7,48.8,0.143442623
17236,443,Loyalist,6,12,83.8,0.143198091
17096,433,Promising,4,15,104.8,0.143129771
16983,444,Champions,7,12,84,0.142857143
16852,421,Promising,2,10,166,0.142857143
14785,421,Promising,2,10,5,0.142857143
15239,423,Promising,2,10,68,0.142857143
13078,444,Champions,25,3,21,0.142857143
12950,433,Promising,3,2,14,0.142857143
13068,422,Promising,2,10,309,0.142857143
13496,422,Promising,2,10,349,0.142857143
13467,423,Promising,2,10,26,0.142857143
13435,444,Champions,7,5,35,0.142857143
12375,422,Promising,2,10,88,0.142857143
13657,422,Promising,2,10,191,0.142857143
14452,421,Promising,2,10,83,0.142857143
14550,423,Promising,2,10,34,0.142857143
17466,422,Promising,2,10,68,0.142857143
17468,421,Promising,2,10,4,0.142857143
17434,444,Champions,7,2,14,0.142857143
17711,422,Promising,2,10,279,0.142857143
17738,334,Potential Loyalist,3,19,133,0.142857143
16898,332,Potential Loyalist,3,26,183,0.142076503
16566,443,Loyalist,5,15,105.6,0.142045455
14286,334,Potential Loyalist,3,23,162,0.141975309
13282,333,Potential Loyalist,3,18,126.8,0.141955836
17736,432,Potential Loyalist,3,9,63.4,0.141955836
16042,333,Potential Loyalist,4,22,155,0.141935484
17857,444,Champions,20,4,28.2,0.141843972
14194,444,Champions,15,4,28.4,0.14084507
12598,444,Champions,7,9,64,0.140625
16359,444,Champions,9,7,50,0.14
14732,444,Champions,8,8,57.6,0.138888889
14963,444,Champions,5,9,64.8,0.138888889
18230,444,Champions,7,9,65,0.138461538
12557,444,Champions,5,16,115.6,0.138408304
16156,444,Champions,9,8,58.2,0.137457045
16265,444,Champions,8,9,65.6,0.137195122
14790,433,Promising,4,16,116.8,0.136986301
13685,444,Champions,6,2,14.6,0.136986301
15270,444,Champions,5,15,109.6,0.136861314
12682,444,Champions,27,3,22,0.136363636
13985,444,Champions,15,4,29.4,0.136054422
14388,444,Champions,8,10,73.6,0.135869565
13183,444,Champions,9,7,51.6,0.135658915
18043,332,Potential Loyalist,3,24,177.6,0.135135135
16326,444,Champions,13,5,37,0.135135135
13758,444,Champions,7,11,82,0.134146341
12952,433,Promising,3,5,37.4,0.13368984
16748,442,Loyalist,5,17,127.2,0.133647799
15290,444,Champions,17,4,30,0.133333333
14701,444,Champions,7,10,75,0.133333333
12539,334,Potential Loyalist,4,22,165.6,0.132850242
15856,444,Champions,21,4,30.2,0.132450331
15903,444,Champions,7,9,68,0.132352941
16013,444,Champions,28,3,22.8,0.131578947
17655,444,Champions,7,10,76,0.131578947
14493,444,Champions,5,7,53.2,0.131578947
12528,444,Champions,6,9,68.6,0.131195335
12628,433,Promising,3,4,30.6,0.130718954
15755,444,Champions,6,10,76.6,0.130548303
16015,432,Potential Loyalist,3,3,23,0.130434783
13012,444,Champions,8,9,69,0.130434783
16303,334,Potential Loyalist,3,25,192.4,0.12993763
16353,444,Champions,20,3,23.2,0.129310345
15654,423,Promising,2,9,17,0.128571429
15444,423,Promising,2,9,31,0.128571429
14893,423,Promising,2,9,2,0.128571429
13255,422,Promising,2,9,364,0.128571429
12630,423,Promising,2,9,34,0.128571429
12882,423,Promising,2,9,24,0.128571429
12784,422,Promising,2,9,6,0.128571429
14448,422,Promising,2,9,355,0.128571429
17737,421,Promising,2,9,49,0.128571429
18158,421,Promising,2,9,79,0.128571429
13939,332,Potential Loyalist,3,23,179.4,0.128205128
14657,433,Promising,4,17,133.6,0.127245509
14741,443,Loyalist,6,11,86.6,0.127020785
16242,444,Champions,7,8,63,0.126984127
15024,444,Champions,7,9,71,0.126760563
15172,443,Loyalist,5,8,63.2,0.126582278
16350,333,Potential Loyalist,4,21,166,0.126506024
15563,333,Potential Loyalist,3,22,174,0.126436782
14289,443,Loyalist,6,8,63.6,0.125786164
14309,444,Champions,9,8,63.8,0.12539185
16746,444,Champions,17,4,32,0.125
17006,433,Promising,4,4,32,0.125
17348,443,Loyalist,5,14,112,0.125
12620,433,Promising,3,14,112.4,0.12455516
13782,443,Loyalist,6,12,96.4,0.124481328
16851,432,Potential Loyalist,3,4,32.2,0.124223602
16379,434,Promising,4,4,32.2,0.124223602
14209,444,Champions,6,10,80.6,0.124069479
15747,433,Promising,3,12,96.8,0.123966942
14111,433,Promising,4,14,113.4,0.12345679
15861,444,Champions,6,12,97.8,0.122699387
12670,444,Champions,5,10,81.8,0.122249389
13048,433,Promising,4,14,114.6,0.122164049
15358,444,Champions,15,4,32.8,0.12195122
15544,444,Champions,9,9,74,0.121621622
15867,444,Champions,15,5,41.2,0.121359223
14049,434,Promising,4,16,132,0.121212121
13846,333,Potential Loyalist,3,24,198,0.121212121
14336,433,Promising,4,16,132,0.121212121
18055,444,Champions,10,7,58.2,0.120274914
14297,433,Promising,4,17,142,0.11971831
14390,444,Champions,8,10,83.8,0.119331742
17041,333,Potential Loyalist,3,26,218,0.119266055
14553,333,Potential Loyalist,4,19,159.4,0.119196989
12464,443,Loyalist,7,10,84,0.119047619
17954,444,Champions,12,5,42,0.119047619
15485,334,Potential Loyalist,3,30,252.2,0.118953212
12421,433,Promising,4,15,127.2,0.117924528
15021,444,Champions,8,8,68,0.117647059
17101,434,Promising,4,10,85,0.117647059
13115,433,Promising,4,11,93.6,0.117521368
14121,434,Promising,4,3,25.6,0.1171875
14397,444,Champions,19,2,17.2,0.11627907
13149,434,Promising,4,14,120.8,0.11589404
15111,333,Potential Loyalist,3,29,252.2,0.114988105
15101,422,Promising,2,8,351,0.114285714
14960,421,Promising,2,8,163,0.114285714
14869,423,Promising,2,8,95,0.114285714
15531,423,Promising,2,8,22,0.114285714
15948,422,Promising,2,8,35,0.114285714
15951,423,Promising,2,8,277,0.114285714
16376,423,Promising,2,8,9,0.114285714
16119,422,Promising,2,8,64,0.114285714
13040,422,Promising,2,8,25,0.114285714
12572,423,Promising,2,8,43,0.114285714
14287,421,Promising,2,8,190,0.114285714
18223,444,Champions,13,4,35,0.114285714
17321,423,Promising,2,8,59,0.114285714
17566,423,Promising,2,8,17,0.114285714
15858,443,Loyalist,5,15,131.6,0.113981763
13448,444,Champions,5,16,141.2,0.113314448
12356,334,Potential Loyalist,3,22,194.4,0.113168724
14449,333,Potential Loyalist,4,18,159.6,0.112781955
16915,443,Loyalist,6,9,80.6,0.111662531
14292,444,Champions,6,7,62.8,0.111464968
17920,444,Champions,17,4,36,0.111111111
17135,443,Loyalist,5,16,144,0.111111111
16992,443,Loyalist,5,10,91.4,0.10940919
13953,444,Champions,7,7,64,0.109375
17075,433,Promising,4,17,156.4,0.108695652
12957,444,Champions,7,9,83,0.108433735
12727,444,Champions,6,10,92.4,0.108225108
16684,444,Champions,16,4,37,0.108108108
15687,444,Champions,8,8,74,0.108108108
17114,443,Loyalist,8,5,46.8,0.106837607
15983,334,Potential Loyalist,4,22,206,0.106796117
14859,433,Promising,3,12,112.8,0.106382979
15426,333,Potential Loyalist,4,19,179.2,0.106026786
18145,434,Promising,4,12,113.4,0.105820106
12664,444,Champions,9,8,75.8,0.105540897
12490,444,Champions,10,5,47.6,0.105042017
13323,443,Loyalist,5,3,28.6,0.104895105
15712,443,Loyalist,5,9,86,0.104651163
